id,title,decision_llm,audit_reason_llm,decision_no_llm,audit_reason_no_llm
https://openalex.org/W4390246189,SEGMENTATION OF LUNG CANCER IMAGE BASED ON CYTOLOGIC EXAMINATION USING THRESHOLDING METHOD,APPROVED,The text is written in English. The abstract directly addresses the title by describing a methodology for lung cancer image segmentation using cytologic examination and thresholding methods.,REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4390341728,IMPLEMENTASI AUDIO MUSIK LATAR DAN VOICE OVER PADA VIDEO PERMOHONAN PENERBITAN SERTIFIKAT ELEKTRONIK,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the implementation of audio and voice-over in a video about electronic certificate issuance, directly addressing the title's subject.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4390777200,Perbandingan Kinerja Model Convolutional Neural Network pada Klasifikasi Kanker Kulit,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing a study on comparing CNN models for skin cancer classification.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4391405218,Implementasi Convolutional Neural Network Pada Robot Tikus Micromouse Untuk Navigasi Labirin Dengan Pendeteksi Garis Menggunakan Raspberry Pi,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of a CNN for Micromouse navigation using Raspberry Pi.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4391410230,Dinamika Sebaran Suhu Udara Menggunakan Citra Landsat 8 di Wilayah Denpasar Periode 2018-2021,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the study on air temperature dynamics using Landsat 8 imagery in Denpasar from 2018-2021.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4392420613,Perancangan Aplikasi Duplicate Image Scanner Menerapkan Algoritma MD5,APPROVED,"The abstract is written in English and semantically aligns with the title, describing the design of a duplicate image scanner application using the MD5 algorithm.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4392420620,Kompresi Video Digital Menggunakan Metode Embedded Zerotree Wavelet (EZW),APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the EZW method for digital video compression.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4392513700,PERBANDINGAN CITRA RGB DAN GRAYSCALE UNTUK KLASIFIKASI WAJAH BERMASKER MENGGUNAKAN METODE CONVOLUTIONAL NEURAL NETWORK,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing a CNN-based system for classifying masked faces and comparing RGB vs. grayscale image performance.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4393099252,Implementasi Pemahaman Radiografer terhadap Exposure Index dalam Optimasi Prosedur Pemeriksaan Radiografi Computed Radiography,APPROVED,"The title and abstract are both in English and semantically consistent, discussing radiographers' understanding of Exposure Index in Computed Radiography optimization.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4393359446,Kuat Lentur Balok Laminasi Kayu Mangga Berbasis Defeleksi dan Regangan dengan Sistem Pembebanan Four Point Bending,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on the flexural strength of mango wood laminated beams using a four-point bending system.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4393361608,Klasifikasi Citra Penyakit Daun Cabai Menggunakan Algoritma Learning Vector Quantization,APPROVED,"The title and abstract are both in English, and the abstract semantically describes the study mentioned in the title regarding chili leaf disease classification using the LVQ algorithm.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4394575019,STRATEGI MITIGASI BANJIR BERDASARKAN KAPASITAS SALURAN DRAINASE DI KELURAHAN JAGALAN,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the flood mitigation strategies and drainage capacity analysis mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4395083774,Teknik Pengambilan Gambar (Angle) Dalam Memberikan Makna Dan Emosi Yang Disampaikan Pada Film Pendek Sabda Rindu,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing shooting techniques and their application in the short film 'Sabda Rindu' (referred to as 'Sabda Miss' or 'Sabda Missing' in the text).",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4396228476,Pemetaan Kerawanan Bencana Longsor Menggunakan Teknik UAV (Studi Kasus: Jalur Sitinjau Lauik Padang – Solok),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on landslide vulnerability mapping using UAVs in the specified region.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4396874091,Menggali Makna Kalyanamitta Peran dan Konteks dalam Sigalovada Sutta dan Visuddhimagga,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the concepts of Kalyanamitta within the Sigalovada Sutta and Visuddhimagga as indicated.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4396929144,Implementasi Kompresi File MP3 dengan Menerapkan Algoritma Levenstein,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the implementation of the Levenstein algorithm for MP3 file compression as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4400166875,Pengolahan Citra Berbasis Video Proccesing dengan Metode Frame Difference untuk Deteksi Gerak,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing video processing, frame difference methods, and motion detection.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4400218510,Implementasi Google Cloud Vision untuk Deteksi Ketersediaan Lahan Parkir Kendaraan Mobil di Perguruan Tinggi,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of Google Cloud Vision for parking lot detection in a college setting.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4400299039,Pengolahan Citra Digital EKG Rumah Sakit Tk.IV Samarinda,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the digital image processing of EKG data from TK.IV Samarinda Hospital.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4400370465,Build Up Aplikasi Verifikasi Kemurnian Balok Karet dengan Whale Optimization Algorithm,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the development of a rubber block purity verification application using the Whale Optimization Algorithm as described in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401020109,Sistem Klasifikasi Tingkat Kematangan Buah Cabai Katokkon Berdasarkan Fitur Warna LAB Menggunakan Artificial Neural Network Backpropagation,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a classification system for chili maturity using LAB color features and backpropagation neural networks.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401050278,Prediksi Jumlah Sampah di TPSA Menggunakan Pendekatan Machine Learning,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a machine learning study on waste prediction at a landfill.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401050530,Deteksi Lesi Pra-Kanker Serviks Pada Citra Kolposkopi Menggunakan Convolutional Neural Network dengan Arsitektur YOLOv7,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the detection of pre-cancerous cervical lesions using YOLOv7.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401160052,Implementasi Teknologi Pengenalan Wajah Untuk Login Website Chic Glasses Berbasis Convolutional Neural Network(CNN),APPROVED,"The title and abstract are both in English and semantically consistent, describing the implementation of a CNN-based face recognition system for website login.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401186114,Optimasi AFR pada Gasoline Engine Menggunakan Sistem Controller pada Vehicle Speed Censor,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the optimization of Air Fuel Ratio (AFR) in a gasoline engine using a vehicle speed-based control system.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401214307,Implementasi Python Folium dalam Pembangunan Sistem Informasi Peta Interaktif Cagar Budaya Provinsi Bali,APPROVED,"The abstract is written in English and semantically aligns with the title, describing the implementation of Python and Folium for an interactive cultural heritage map in Bali.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401229010,Aplikasi Monitoring Gangguan Frekuensi Radio Berbasis Android Menggunakan Firebase Cloud Messaging (FCM),APPROVED,"The abstract is written in English and semantically aligns with the title, describing an Android-based application for monitoring radio frequency disturbances using Firebase Cloud Messaging.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401229170,Pengelompokan Data Stok Barang di Toko Toba menggunakan K-Means,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the application of the K-Means algorithm for stock data grouping at Toko Toba.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401373771,"Skin To Skin Contact pada BBLR terhadap Waktu, Durasi dan Dampaknya",APPROVED,"The abstract is written in English and semantically aligns with the title, discussing skin-to-skin contact for LBW (BBLR) regarding timing, duration, and impacts.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401400564,Pembuatan Digital Elevation Model Universitas Palangka Raya Menggunakan Drone dan GPS Geodetik,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the creation of a Digital Elevation Model for Palangka Raya University using drones and Geodetic GPS as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401609001,Penerapan Probabilistic Neural Network pada Klasifikasi Patogen Daun Bibit Jabon Berdasarkan Ciri Morfologi Spora,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the application of a Probabilistic Neural Network for classifying Jabon seedling pathogens based on spore morphology.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401635404,Klasifikasi Jenis Jerawat pada Data Citra Jerawat Wajah Menggunakan Convolutional Neural Network,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the CNN-based classification of acne types mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401653323,Qos Analysis In The Application Of HTB At Computer Laboratory Of Engineering Faculty Of Universitas Muhammadiyah Bengkulu,APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject regarding QoS analysis and HTB application at the specified university laboratory.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4038 (threshold: 0.50))
https://openalex.org/W4401681031,Edukasi 6 Tahapan Mencuci Tangan dengan Media Kartu Bergambar Bagi Siswa Tk Pertiwi Singodutan II,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on teaching handwashing to kindergarten students using picture cards.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4401727423,INTEGRASI MODEL DEEP LEARNING EFFICIENTNET-B0 UNTUK DETEKSI PENYAKIT DAUN TOMAT PADA APLIKASI SELULER BERBASIS FLUTTER,APPROVED,"The abstract is written in English and semantically aligns perfectly with the title, detailing the development of an EfficientNet-B0 model for tomato leaf disease detection integrated into a Flutter mobile application.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402006522,IMPLEMENTATION OF FACE RECOGNITION ATTENDANCE SYSTEM FOR PT. SUMBER KURNIA ALAM WITH MTCNN AND FACENET ALGORITHM,APPROVED,"The text is written in English, and the abstract semantically aligns with the title by detailing the implementation of a face recognition attendance system for PT. Sumber Kurnia Alam using MTCNN and FaceNet algorithms.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402069055,Aplikasi Android Mendiagnosa Hama dan Penyakit Tanaman Bawang Merah Menggunakan Fuzzy Logic,APPROVED,"The abstract is written in English and semantically aligns with the title, describing an Android application for diagnosing shallot pests and diseases using Fuzzy Logic.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402145538,Implementasi Random Forest dalam Klasifikasi Kanker Paru-Paru,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of Random Forest for lung cancer classification.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402416492,Akurasi Biopsi Aspirasi Jarum Halus untuk Diagnostik Tumor Kelenjar Liur di RSUD DR Saiful Anwar Malang 2018-2022,APPROVED,"The title and abstract are both in English, and the abstract semantically matches the title by evaluating the accuracy of Fine Needle Aspiration Biopsy for salivary gland tumors at the specified hospital and time period.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402448334,Pengaruh Resistansi Koil dan Konduktivitas Termal Busi terhadap Daya Sepeda Motor Injeksi 150 cm3,APPROVED,"The title and abstract are both in English, and the abstract directly elaborates on the study of ignition coil resistance and spark plug thermal conductivity effects on motorcycle power as stated in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402694645,Pendampingan Pembuatan Mural Untuk Revitalisasi Lingkungan Pasca Pandemi,APPROVED,"The text is written in English, and the abstract accurately describes the mural creation project mentioned in the title, including the context, process, and results.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4402784157,Perancangan Video Explainer Trans Jatim Menggunakan Power Point,APPROVED,"The abstract is written in English and semantically aligns with the title, describing the development of an explainer video for Trans Jatim using PowerPoint.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403000881,"HUBUNGAN PENGETAHUAN AKSEPTOR KB TENTANG IUD DENGAN KEIKUTSERTAAN MENGGUNAKAN IUD DI PMB BDN. NI WAYAN SUSIANTI, S.S.T.KEB",APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the relationship between IUD knowledge and participation in the specified study.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403075829,Trainer Instalasi Audio Three Way Pada Sound System Untuk Media Pembelajaran Sistem Audio,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the design, components, and evaluation of an audio system trainer for educational purposes.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403283157,KLASIFIKASI DAN VOLUME KENDARAAN BINA MARGA DARI REKAMAN VIDEO LALULINTAS DENGAN METODE ARTIFICIAL INTELLIGENCE - YOLO V8 PADA JALAN TOL JAKARTA-BOGOR DAN JAKARTA-TANGERANG,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing vehicle classification and volume calculation using YOLO V8 on specific toll roads in Indonesia.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403367786,Deteksi Kesegaran Telur Ayam pada Citra Cangkang Menggunakan Metode Convolutional Neural Network (CNN),APPROVED,"The abstract is written in English and semantically aligns with the title, describing a CNN-based system for detecting egg freshness from shell images.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403546374,Rancangan Media Audio Visual Tentang Perawatan Masa Nifas Sebagai Media Edukasi di Kota Tasikmalaya,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the development and validation of audio-visual media for postpartum care education in Tasikmalaya.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403779822,ANALISIS SENTIMEN APLIKASI MICROSOFT TEAMS BERDASARKAN ULASAN GOOGLE PLAY STORE MENGGUNAKAN MODEL NEURAL NETWORK DENGAN OPTIMASI ADAPTIVE MOMENT ESTIMATION (ADAM),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a sentiment analysis study on Microsoft Teams reviews using Neural Networks and Adam optimization.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4403930191,Inovasi Parkir Cerdas: Prediksi Posisi Kendaraan dengan Teknologi RFID dan Arduino Mega 2560 R3,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the implementation of an intelligent parking system using RFID and Arduino Mega 2560 R3, directly addressing the topic mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404196252,PEMETAAN PERMASALAHAN BANJIR DAN GENANGAN PADA DRAINASE PERKOTAAN BERBASIS GIS DI KOTA JAYAPURA,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing flood mapping and drainage issues in Jayapura City using GIS.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404217894,Perancangan Buku Cerita Bergambar Mengenai Cryptozoology Indonesia,APPROVED,"The abstract is written in English and semantically aligns with the title, describing the design of an illustrated book about Indonesian cryptozoology.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404336963,Ekstrasi Fitur Dan Kontur Pada Kain Tenun Sabu Menggunakan Metode GLCM (Gray Level Co-occurrence Matrix),APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the use of GLCM for feature extraction and classification of Sabu woven fabric.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404337325,Perancangan Model Jaringan Syaraf Tiruan untuk Memprediksi Penyakit Demam Berdarah Menggunakan Algoritma Hebb Rule,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the design of a neural network model using the Hebb rule to predict dengue fever.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404661071,"Analysis of Black Site and Black Spot at Jl. Daeng Manambon-Raden Kusno-Gusti Sulung Lelanang Section, Mempawah",APPROVED,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the analysis of accident-prone areas (Black Spots) on the specified road section in Mempawah.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4528 (threshold: 0.50))
https://openalex.org/W4404698992,Implementasi Metode Jaringan Saraf Tiruan Backpropagation Pada Pengenalan Suara Manusia,APPROVED,"The title is in Indonesian but the abstract is in English, satisfying the language check for the abstract. The abstract semantically matches the title by detailing the implementation of the Backpropagation Neural Network for human speech recognition, including methodology and results.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404798587,Peramalan Beban Jangka Panjang pada Gardu Induk Bangil dengan Metode Generalized Regression Neural Network,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a study on long-term load forecasting at Bangil Substation using GRNN and other methods.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404865089,Formulasi dan Validasi Instrumen Kesediaan Penggunaan IoT dalam Pengesanan Kebakaran Rumah Kediaman,APPROVED,"The abstract is written in English and semantically aligns perfectly with the title, detailing the development and validation of an IoT readiness instrument for residential fire detection.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4404934606,IMPLEMENTASI TEKNIK MENGHARDIK PADA KLIEN DENGAN HALUSINASI PENDENGARAN DI RUMAH SAKIT Dr. RADJIMAN WEDIODININGRAT,APPROVED,"The title and abstract are both in English, and the abstract accurately describes the study on implementing the Rebuke Technique for auditory hallucinations mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4405125150,PENGUJIAN ALGORITMA YOLO UNTUK DETEKSI CACAT PADA PRODUK HASIL ALUMUNIUM CASTING PADA INDUSTRI OTOMOTIF,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the application of the YOLO algorithm for detecting defects (gas bubbles) in aluminum casting products within the automotive industry.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.2435 (threshold: 0.50))
https://openalex.org/W4405167218,Pencarian Rute Terpendek dari Kampung Duri Kosambi Menuju Sekolah Tinggi Ilmu Komputer Cipta Karya Informatika Jakarta Timur Menggunakan Algoritma A* (A-Star),APPROVED,"The abstract is written in English and semantically aligns with the title, describing the application of the A* algorithm to find the shortest route from Kampung Duri Kosambi to STIKOM CKI.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4405668581,Implementation of SAK-EMKM,APPROVED,"The text is written in English, and the abstract directly elaborates on the study of SAK-EMKM implementation mentioned in the title.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.1955 (threshold: 0.50))
https://openalex.org/W4405961777,Algoritma A* Pencocokan Peta untuk Pencarian Tempat Pengelolah Sampah Terdekat,APPROVED,"The abstract is written in English and semantically aligns with the title, which discusses using the A* algorithm for map matching to find the nearest waste disposal site.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4406080998,Implementasi Algoritma Random Forest dan Model Bag of Words Dalam Analisis Sentimen Mengenai E-Materai,APPROVED,"The title and abstract are both in English, and the abstract details the implementation of the Random Forest and Bag of Words models for sentiment analysis regarding e-stamps, which directly matches the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4406287723,"E-atlas Fotografi Anatomi Akar, Batang dan Daun Tumbuhan Familia Arecaceae Sebagai Sumber Belajar",APPROVED,"The title and abstract are both in English and semantically consistent, describing the development and validation of an E-atlas for plant anatomy.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4406644296,Diagnosa Penyakit Tanaman Jagung pada Citra Daun Menggunakan Metode Convolutional Neural Network (CNN),APPROVED,"The abstract is written in English and semantically aligns with the title, describing a CNN-based study for diagnosing maize plant diseases.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4406644332,Diagnosa Penyakit Stroberi Pada Citra Buah Dan Daun Menggunakan Metode Convolutional Neural Network (CNN),APPROVED,"The abstract is written in English and semantically aligns with the title, which describes a CNN-based system for diagnosing strawberry diseases.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4406934907,Kesan Kepelbagaian Frekuensi Ujian Lesu terhadap Ketahanan Plat Keluli Karbon AISI 1045 di Bawah Pembebanan Spektrum,APPROVED,"The abstract is written in English and semantically aligns with the title, discussing the fatigue behavior of AISI 1045 carbon steel under varying test frequencies.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4407154435,REPRESENTASI NILAI PENDIDIKAN KARAKTER DALAM FILM BUYA HAMKA &amp; SITI RAHAM VOL. 2,APPROVED,"The title and abstract are both in English, and the abstract directly elaborates on the research topic mentioned in the title regarding character education values in the specified film.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4407180727,PENDAMPINGAN eSPT PPh 21 SESUAI UU No.7 (2021) PADA CV MAJU MAKMUR BERSAMA,APPROVED,"The title and abstract are both in English and semantically consistent, discussing the implementation of Law No. 7 of 2021 regarding Income Tax Article 21 for the company CV Maju Makmur Bersama.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4941 (threshold: 0.50))
https://openalex.org/W4407454359,Prefiks dalam Artikel Mojok.id Edisi September 2024,APPROVED,"The abstract is written in English and semantically aligns with the title, as it details a study on prefix usage in Mojok.id articles from September 2024.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4407605952,Design of Detection and Counting System of Human Detector Camera Based on Opencv Using Python at Makassar Aviation Polytechnic,APPROVED,"The title and abstract are both in English and semantically consistent, describing a system design for monitoring learning activities using OpenCV and Python.",REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4703 (threshold: 0.50))
https://openalex.org/W4407865919,Pengembangan Alat Peraga Mathdoku 5x5 untuk Meningkatkan Kemampuan Logika Siswa,APPROVED,"The abstract is written in English and semantically aligns with the title, describing the development and validation of the Mathdoku 5x5 teaching aid mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4407884122,Pengembangan Aplikasi Android Untuk Konversi Gambar ke Teks dengan Flutter dan OCR Menggunakan Metode Jaro-Winkler,APPROVED,"The title is in Indonesian but the abstract is in English, satisfying the language check for the abstract. The abstract's content directly addresses the title's subject matter (Android app, Flutter, OCR, and Jaro-Winkler method), confirming a strong semantic match.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4408086519,PENDAMPINGAN PENYUSUNAN LAPORAN KEUANGAN BUMDes SESUAI DENGAN PP NO. 11 TAHUN 2021,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing a community service program that mentors BUMDes administrators on preparing financial reports compliant with PP No. 11 Year 2021.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4408174907,Optimalisasi Layanan Keamanan Captive Portal Menggunakan Klasifikasi Logistic Regression,APPROVED,"The title and abstract are both in English, and the abstract details the implementation of logistic regression for optimizing captive portal security as described in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4408723054,Pengaruh Smoothing Data Terhadap Hasil Prediksi Volume dan Ritasi Sampah di Kota Bandung Menggunakan Metode Regresi Linear,APPROVED,"The title and abstract are both written in English, and the abstract semantically matches the title by discussing the impact of data smoothing on waste volume and tonnage predictions in Bandung using linear regression.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409079226,"Pewarnaan Pelangi pada Graf Garis dari Graf Ilalang (S_(3,r))",APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly discusses the rainbow coloring of the line graph of the ilalang graph mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409379468,"A Optimization of Direction Finder in Disclosing Cases of Threatening By Jatanras Unit, Criminal Research Unit, Surabaya City Police Office",APPROVED,The text is written in English. The abstract semantically matches the title by discussing the optimization and use of a Direction Finder by the Jatanras Unit in Surabaya to disclose cheating cases.,REJECTED,Matching check failed (Semantic Mismatch: Similarity is 0.4525 (threshold: 0.50))
https://openalex.org/W4409602666,Kompresi File Video Menggunakan Algoritma Yamamoto’s Recursive Code,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly discusses video file compression using Yamamoto's Recursive Code Algorithm, matching the title's subject.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409612779,Perbandingan Algoritma Naïve Bayes dan LSTM untuk Analisis Sentimen Terhadap Opini Masyarakat Tentang Sandwich Generation,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract directly elaborates on the study comparing Naïve Bayes and LSTM algorithms for sentiment analysis of the Sandwich Generation as mentioned in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409612836,Komparasi Deteksi Single Shot Detector (SSD) Dengan YouLook (Yolov8) Menggunakan GhostFaceNet Untuk Pengenalan Wajah Pada Dataset Terbatas,APPROVED,"The title is in Indonesian but the abstract is in English; the semantic content of the abstract directly addresses the comparison of SSD, YOLOv8, and GhostFaceNet for face recognition on limited datasets as described in the title.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613059,Implementasi Transfer Learning Menggunakan Convolutional Neural Network untuk Deteksi Jenis Kulit Wajah,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of a CNN-based transfer learning model for facial skin type detection as described.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613099,Klasifikasi Penyakit Pada Daun Kopi Robusta Menggunakan Arsitektur AlexNet dan Xception dengan Metode Convolutional Neural Network,APPROVED,"The title and abstract are both in English and semantically consistent, describing a study on classifying Robusta coffee leaf diseases using AlexNet and Xception CNN architectures.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613192,Klasifikasi Suara Anjing Menggunakan Pretrained Model Yet Another Mobile Network Berbasis Convolutional Neural Network,APPROVED,"The title and abstract are both in English and semantically consistent, as the abstract details the research described in the title regarding dog sound classification using a YAMNet model.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613265,Penerapan Deep Learning pada Pengolahan Data Citra dan Klasifikasi Udang Vaname Menggunakan Algoritma Convolutional Neural Network,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the application of Deep Learning and CNNs for classifying Vaname shrimp.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613278,Optimasi Kombinasi Hyperparameter dan Augmentasi Korpus dalam Neural Machine Translation Bahasa Indonesia ke Bahasa Melayu Bengkulu,APPROVED,"The title and abstract are both in English, and the abstract semantically aligns with the title by detailing the optimization of hyperparameters and corpus augmentation for Neural Machine Translation from Indonesian to Bengkulu Malay.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409613288,Implementasi Algoritma Convolutional Neural Network (CNN) Untuk Klasifikasi Kecacatan Pada Proses Welding di Perusahaan Manufacturing,APPROVED,"The abstract is written in English and semantically aligns with the title, detailing the implementation of a CNN algorithm for welding defect classification in the manufacturing industry.",REJECTED,Language check failed (FastText detected non-English content.)
https://openalex.org/W4409679639,Komparasi Metode SVM dan Logistic Regression untuk Klasifikasi Hipotesa Penyakit Kanker Paru Paru Berdasarkan Gejala Awal,APPROVED,"The title is in Indonesian but the abstract is in English; however, the abstract accurately describes the study mentioned in the title (comparing SVM and Logistic Regression for lung cancer classification), so the semantic content matches.",REJECTED,Language check failed (FastText detected non-English content.)
